Conf,Season,Team,Total.Wins,Total.Losses,Total.Ties,Total.Pct,Conf.Wins,Conf.Losses,Conf.Ties,Conf.Pct,Off,Def,SRS,SOS,Pre,High,Post,Notes
Ind,1902,Beloit,3,5,0,0.375,0,0,0,,11.6,16.6,-6.77,-0.27,,,,
Ind,1902,Colorado State,1,3,2,0.333,0,0,0,,7.8,10.3,-8.21,-5.21,,,,
Ind,1902,Davidson,3,5,1,0.389,0,0,0,,5.1,13.6,-9.93,-4.15,,,,
Ind,1902,Wesleyan (CT),3,6,1,0.35,0,0,0,,6,13.7,-5.98,-0.18,,,,
Ind,1902,Williams,3,6,1,0.35,0,0,0,,7.8,14.5,-3.59,1.61,,,,
Ind,1902,Grinnell,2,7,2,0.273,0,0,0,,4.3,21.6,-8.01,0.81,,,,
Ind,1902,Mississippi State,1,4,1,0.25,0,0,0,,7.2,13.3,-8.64,-2.47,,,,
Ind,1902,Navy,2,7,1,0.25,0,0,0,,3.5,9.9,-0.16,6.04,,,,
Ind,1902,Tulane,1,4,2,0.286,0,0,0,,6.7,9.6,-5.06,-1.78,,,,
Ind,1902,Washington (MO),2,6,1,0.278,0,0,0,,9.3,23.3,-6.92,1.86,,,,
Ind,1902,Georgia Tech,0,6,2,0.125,0,0,0,,2.9,15.3,-12.2,-0.83,,,,
Ind,1902,Boston College,0,9,0,0,0,0,0,,1.9,20,-24.97,-7.86,,,,
Ind,1902,Union (NY),0,6,0,0,0,0,0,,0,35.8,-17.68,4.99,,,,
Ind,1903,Nebraska,11,0,0,1,0,0,0,,26.5,1.5,16.35,-1.47,,,,
Ind,1903,Princeton,11,0,0,1,0,0,0,,23.5,0.5,23.32,7.14,,,,
Ind,1903,Columbia,9,1,0,0.9,0,0,0,,14.8,4.3,11.06,1.56,,,,
Ind,1903,Dartmouth,9,1,0,0.9,0,0,0,,24.2,2.3,19.97,4.47,,,,
Ind,1903,Yale,11,1,0,0.917,0,0,0,,26,2.2,21.82,2.65,,,,
Ind,1903,Carlisle,11,2,1,0.821,0,0,0,,19.6,3.7,13.42,0.49,,,,
Ind,1903,Colorado,8,2,0,0.8,0,0,0,,19.7,5.4,12.27,0.77,,,,
Ind,1903,Colorado State,6,1,0,0.857,0,0,0,,12.9,5.7,7.5,-0.08,,,,
Ind,1903,Holy Cross,8,2,0,0.8,0,0,0,,17.4,6.9,8.27,0.27,,,,
Ind,1903,Iowa State,8,1,0,0.889,0,0,0,,22.4,6.6,8.06,-6.38,,,,
Ind,1903,Sewanee,7,1,0,0.875,0,0,0,,22.4,1.3,12.86,-1.89,,,,
Ind,1903,South Carolina,8,2,0,0.8,0,0,0,,23.9,3.5,4.46,-8.44,,,,
Ind,1903,Vanderbilt,6,1,1,0.813,0,0,0,,24,2,16.08,1.08,,,,
Ind,1903,Virginia Tech,5,1,0,0.833,0,0,0,,18,3.5,8.59,-4.74,,,,
Ind,1903,Amherst,7,3,0,0.7,0,0,0,,10.2,7.2,4.23,-0.47,,,,
Ind,1903,Army,6,2,1,0.722,0,0,0,,18.2,3.7,11.65,1.76,,,,
Ind,1903,Clemson,4,1,1,0.75,0,0,0,,27.8,3.7,12.01,-2.82,,,,
Ind,1903,Cumberland,4,1,1,0.75,0,0,0,,21.7,2.8,14.5,2.5,,,,
Ind,1903,Georgetown,7,3,0,0.7,0,0,0,,19.5,5,10.38,-1.02,,,,
Ind,1903,Harvard,9,3,0,0.75,0,0,0,,12.5,4.9,12.54,4.79,,,,
Ind,1903,Haskell,7,2,0,0.778,0,0,0,,14.6,5.6,8.12,1.12,,,,
Ind,1903,Lafayette,7,3,0,0.7,0,0,0,,18,6.9,4.05,-3.85,,,,
Ind,1903,Lehigh,9,2,1,0.792,0,0,0,,27.6,3.8,11.09,0.25,,,,
Ind,1903,Pennsylvania,9,3,0,0.75,0,0,0,,30.8,4.8,16.55,2.21,,,,
Ind,1903,Texas,5,1,2,0.75,0,0,0,,16.4,3.5,6.18,-3.7,,,,
Ind,1903,Virginia,7,2,1,0.75,0,0,0,,17.7,3.4,5.91,-4.79,,,,
Ind,1903,Cornell,6,3,1,0.65,0,0,0,,12,10.3,3.82,0.32,,,,
Ind,1903,Drake,5,3,0,0.625,0,0,0,,21.3,11.6,4.38,-2.12,,,,
Ind,1903,Kansas,6,3,0,0.667,0,0,0,,13.1,4.3,4.62,-2.6,,,,
Ind,1903,Lombard,5,3,0,0.625,0,0,0,,20.1,13.3,-2.35,-2.72,,,,
Ind,1903,North Carolina,6,3,0,0.667,0,0,0,,15.2,8,4.78,-0.67,,,,
Ind,1903,Penn State,5,3,0,0.625,0,0,0,,22.8,9.6,5.01,-1.36,,,,
Ind,1903,Swarthmore,6,4,0,0.6,0,0,0,,9.9,6.7,2.39,-1.21,,,,
Ind,1903,Texas A&M,7,3,1,0.682,0,0,0,,8.2,5.4,-9.32,-12.32,,,,
Ind,1903,Auburn,4,3,0,0.571,0,0,0,,17.9,13.1,-2.21,-5.36,,,,
Ind,1903,Baylor,4,3,1,0.563,0,0,0,,5.8,8.6,-11.11,-11.36,,,,
Ind,1903,Brown,5,4,1,0.55,0,0,0,,9.8,16.1,3.04,3.94,,,,
Ind,1903,Colorado Mines,3,3,0,0.5,0,0,0,,27.2,10.2,6.37,3.7,,,,
Ind,1903,Dickinson,7,5,0,0.583,0,0,0,,13,6.5,1.72,-2.19,,,,
Ind,1903,Grinnell,5,4,0,0.556,0,0,0,,10.1,16.7,-4.88,-2.33,,,,
Ind,1903,Massachusetts,5,4,0,0.556,0,0,0,,11.4,5.1,2.63,-0.81,,,,
Ind,1903,Oklahoma,5,4,3,0.542,0,0,0,,10.5,7.1,-4.84,-7.25,,,,
Ind,1903,Washington (MO),4,4,1,0.5,0,0,0,,12.1,11.4,-1.14,-3.03,,,,
Ind,1903,Williams,6,4,1,0.591,0,0,0,,9.5,7.5,1.29,-0.26,,,,
Ind,1903,Alabama,3,4,0,0.429,0,0,0,,8.6,16.3,-2.3,1.7,,,,
Ind,1903,Bucknell,4,5,0,0.444,0,0,0,,13.4,13.4,0.35,0.68,,,,
Ind,1903,Colorado College,4,5,0,0.444,0,0,0,,15,11.8,-0.51,-1.18,,,,
Ind,1903,Denver,6,7,0,0.462,0,0,0,,12.6,8.5,2.51,-1.03,,,,
Ind,1903,Georgia,3,4,0,0.429,0,0,0,,9.3,14,-3.96,0.61,,,,
Ind,1903,Tennessee,4,5,0,0.444,0,0,0,,8.4,12.2,-5.66,-1.88,,,,
Ind,1903,Vermont,4,5,0,0.444,0,0,0,,15.7,17.1,0.2,1.31,,,,
Ind,1903,Beloit,3,7,0,0.3,0,0,0,,6.4,30.2,-13.07,-2.77,,,,
Ind,1903,Knox,4,7,0,0.364,0,0,0,,8.3,16.3,-10.58,-5.03,,,,
Ind,1903,Navy,4,7,1,0.375,0,0,0,,6.4,10.8,-3.64,0.03,,,,
Ind,1903,Tufts,5,9,0,0.357,0,0,0,,6.4,9.3,-5.77,-2.91,,,,
Ind,1903,Wesleyan (CT),3,6,1,0.35,0,0,0,,12.5,13.2,1.05,4.25,,,,
Ind,1903,Georgia Tech,2,5,0,0.286,0,0,0,,8.4,21.1,-8.58,-2.72,,,,
Ind,1903,Simpson,1,4,0,0.2,0,0,0,,4.6,23,-11.31,1.49,,,,
Ind,1903,Cornell College,1,8,0,0.111,0,0,0,,4.7,17.9,-14.48,-2.14,,,,
Ind,1903,Missouri,1,7,1,0.167,0,0,0,,5.1,9.2,-8,-1.78,,,,
Ind,1903,Texas Christian,0,7,0,0,0,0,0,,1.6,14,-22.69,-10.55,,,,
Ind,1904,Auburn,6,0,0,1,0,0,0,,19.5,1.8,7.77,-6.9,,,,
Ind,1904,Pennsylvania,12,0,0,1,0,0,0,,18.5,0.3,21.31,4.23,,,,
Ind,1904,Vanderbilt,9,0,0,1,0,0,0,,52.7,0.4,17.52,-6.04,,,,
Ind,1904,Amherst,9,1,0,0.9,0,0,0,,17.9,2.7,12.76,-0.44,,,,
Ind,1904,Colorado Mines,4,0,1,0.9,0,0,0,,18.2,5.2,-0.09,-9.09,,,,
Ind,1904,Dartmouth,7,0,1,0.938,0,0,0,,17.9,1.6,16.16,2.66,,,,
Ind,1904,Yale,10,1,0,0.909,0,0,0,,20,1.8,18.61,3.06,,,,
Ind,1904,Carlisle,10,2,0,0.833,0,0,0,,28.9,3.7,14.14,0.47,,,,
Ind,1904,Georgetown,7,1,0,0.875,0,0,0,,24.1,1.8,13,-1.75,,,,
Ind,1904,Georgia Tech,8,1,1,0.85,0,0,0,,28.7,3.4,5.08,-8.22,,,,
Ind,1904,Haskell,8,1,0,0.889,0,0,0,,25.1,5.6,12.75,-0.36,,,,
Ind,1904,Kansas,8,1,1,0.85,0,0,0,,17.9,3.8,6.29,-5.31,,,,
Ind,1904,Lafayette,8,2,0,0.8,0,0,0,,25.1,3.3,10.51,-2.49,,,,
Ind,1904,Princeton,8,2,0,0.8,0,0,0,,18.1,3.4,14.81,5.51,,,,
Ind,1904,Sewanee,7,1,0,0.875,0,0,0,,22.5,4.6,9.58,-1.67,,,,
Ind,1904,Alabama,7,3,0,0.7,0,0,0,,10,6.2,-2.72,-6.22,,,,
Ind,1904,Army,7,2,0,0.778,0,0,0,,15.1,3,13.51,3.51,,,,
Ind,1904,Colorado,6,2,1,0.722,0,0,0,,20.8,6.4,3.12,-5.54,,,,
Ind,1904,Columbia,7,3,0,0.7,0,0,0,,12,6.8,7.53,2.33,,,,
Ind,1904,Cornell,7,3,0,0.7,0,0,0,,22.6,9.2,8.39,-2.11,,,,
Ind,1904,Dickinson,8,3,1,0.708,0,0,0,,18.3,4.4,3.23,-3.68,,,,
Ind,1904,Harvard,7,2,1,0.75,0,0,0,,11.9,2.8,17,7.6,,,,
Ind,1904,Iowa State,7,2,0,0.778,0,0,0,,27.6,5.3,8.97,-3.81,,,,
Ind,1904,Navy,7,2,1,0.75,0,0,0,,14.9,3.8,11.53,4.03,,,,
Ind,1904,Nebraska,9,3,0,0.75,0,0,0,,28.3,4.3,11.72,-1.37,,,,
Ind,1904,Texas,6,2,0,0.75,0,0,0,,27.4,11,11.09,-2.91,,,,
Ind,1904,Tulane,5,2,0,0.714,0,0,0,,8.3,3.4,0.9,-4.1,,,,
Ind,1904,Colorado College,6,3,1,0.65,0,0,0,,8.5,8.9,-7.75,-8.75,,,,
Ind,1904,Massachusetts,5,2,1,0.688,0,0,0,,12.1,6.3,2.84,-1.54,,,,
Ind,1904,North Carolina,5,2,2,0.667,0,0,0,,18.9,3.8,7.34,-1.55,,,,
Ind,1904,North Carolina State,3,1,2,0.667,0,0,0,,14.8,1.8,6.39,-0.61,,,,
Ind,1904,Notre Dame,5,3,0,0.625,0,0,0,,11.8,15.9,-2.57,-1.82,,,,
Ind,1904,Penn State,6,4,0,0.6,0,0,0,,19.5,7.2,5.51,-0.5,,,,
Ind,1904,Swarthmore,6,3,0,0.667,0,0,0,,20.8,3.1,8.9,-0.98,,,,
Ind,1904,Texas A&M,4,2,0,0.667,0,0,0,,17.3,8.5,-0.56,-5.39,,,,
Ind,1904,Virginia,6,3,0,0.667,0,0,0,,8.7,6,8.71,5.15,,,,
Ind,1904,Virginia Tech,5,3,0,0.625,0,0,0,,15.1,3.4,7.67,-1.96,,,,
Ind,1904,Bates,4,3,1,0.563,0,0,0,,5.9,6.5,-3.46,-3.71,,,,
Ind,1904,Beloit,4,4,1,0.5,0,0,0,,17.2,11.9,-2.63,-3.4,,,,
Ind,1904,Bowdoin,5,4,0,0.556,0,0,0,,15.7,9.3,1.81,-0.64,,,,
Ind,1904,Brown,6,5,0,0.545,0,0,0,,16.5,4.6,9.9,2.63,,,,
Ind,1904,Bucknell,3,3,0,0.5,0,0,0,,12.8,7.7,4.95,0.95,,,,
Ind,1904,Clemson,3,3,1,0.5,0,0,0,,7.1,6.4,2.3,1.87,,,,
Ind,1904,Drake,5,4,0,0.556,0,0,0,,23.7,18.3,2.48,-0.41,,,,
Ind,1904,Maine,4,4,0,0.5,0,0,0,,7.8,7.9,-4.14,-3.01,,,,
Ind,1904,Ohio State,6,5,0,0.545,0,0,0,,19.9,11.2,0.57,-1.89,,,,
Ind,1904,Ole Miss,4,3,0,0.571,0,0,0,,26.4,15.1,-2.3,-4.3,,,,
Ind,1904,Wabash,4,4,0,0.5,0,0,0,,14.9,5.6,1.14,-2.86,,,,
Ind,1904,LSU,3,4,0,0.429,0,0,0,,5.4,5.4,-6.6,-6.46,,,,
Ind,1904,Baylor,2,5,1,0.313,0,0,0,,4.3,13.3,-12.94,-7.69,,,,
Ind,1904,Colby,2,4,1,0.357,0,0,0,,5,18.9,-8.02,-1.16,,,,
Ind,1904,Holy Cross,2,5,2,0.333,0,0,0,,7.2,15,-1.35,5.99,,,,
Ind,1904,Missouri,3,6,0,0.333,0,0,0,,5.6,14.4,-10.83,-3.5,,,,
Ind,1904,Tennessee,3,5,1,0.389,0,0,0,,5,8.6,-3.81,-1.04,,,,
Ind,1904,Tennessee Medical College,2,4,0,0.333,0,0,0,,4.3,36.3,-13.94,-2.6,,,,
Ind,1904,Virginia Military Institute,3,5,1,0.389,0,0,0,,9.1,9.1,-2.16,-1.71,,,,
Ind,1904,Washington (MO),4,7,0,0.364,0,0,0,,7.5,14.8,-5.86,0.32,,,,
Ind,1904,Wesleyan (CT),3,7,0,0.3,0,0,0,,10,17.5,-3.45,3.36,,,,
Ind,1904,Williams,3,7,1,0.318,0,0,0,,11.3,10.3,-0.57,1.88,,,,
Ind,1904,Denver,2,5,0,0.286,0,0,0,,6.3,15,-10.59,-6.02,,,,
Ind,1904,Mississippi State,2,5,0,0.286,0,0,0,,14.4,18,-6.77,-2.92,,,,
Ind,1904,New Hampshire,2,5,0,0.286,0,0,0,,3.1,10,-15.08,-8.36,,,,
Ind,1904,Texas Christian,1,4,1,0.25,0,0,0,,0.8,15,-17.21,-6.37,,,,
Ind,1904,Vermont,1,5,1,0.214,0,0,0,,3.9,26.6,-15.85,-1.56,,,,
Ind,1904,Colorado State,0,4,1,0.1,0,0,0,,1.2,25,-19.65,-5.05,,,,
Ind,1904,Georgia,1,5,0,0.167,0,0,0,,11.5,11.3,-9.19,-3.85,,,,
Ind,1904,Grinnell,1,6,1,0.188,0,0,0,,2,48.1,-12.64,2.36,,,,
Ind,1904,Lehigh,1,8,0,0.111,0,0,0,,5.8,26.2,-10.3,4.15,,,,
Ind,1904,Nashville,1,7,1,0.167,0,0,0,,4.3,21,-11.26,-0.71,,,,
Ind,1904,Tufts,2,10,1,0.192,0,0,0,,5.7,16.6,-13.12,-3.58,,,,
Ind,1904,Florida,0,5,0,0,0,0,0,,0,45,-25.6,-1.8,,,,
Ind,1904,Franklin & Marshall,0,10,0,0,0,0,0,,1.1,30.3,-19.63,-0.03,,,,
Ind,1905,Yale,10,0,0,1,0,0,0,,22.7,0.4,26.81,8.71,,,,
Ind,1905,Colorado Mines,5,0,1,0.917,0,0,0,,20.8,2.7,9.93,-4.07,,,,
Ind,1905,Georgia Tech,6,0,1,0.929,0,0,0,,30,4.7,11.02,-3.84,,,,
Ind,1905,Kansas,10,1,0,0.909,0,0,0,,22.7,2.4,10.34,-5.57,,,,
Ind,1905,Pennsylvania,12,0,1,0.962,0,0,0,,19.9,2.5,16.52,2.6,,,,
Ind,1905,Virginia Tech,9,1,0,0.9,0,0,0,,30.5,2.4,11.92,-4.18,,,,
Ind,1905,Colorado,8,1,0,0.889,0,0,0,,39.9,3.1,16.08,-2.14,,,,
Ind,1905,Dartmouth,7,1,2,0.8,0,0,0,,15,3.4,15.75,5.15,,,,
Ind,1905,Navy,10,1,1,0.875,0,0,0,,20.3,1.9,14.62,0.21,,,,
Ind,1905,Nebraska,9,2,0,0.818,0,0,0,,28.7,7.5,11.63,-1.19,,,,
Ind,1905,Pitt,10,2,0,0.833,0,0,0,,33.8,3.8,7.34,-6.08,,,,
Ind,1905,Princeton,8,2,0,0.8,0,0,0,,22.9,4.5,18.13,4.93,,,,
Ind,1905,Swarthmore,7,1,0,0.875,0,0,0,,22.3,2.8,19.05,2.93,,,,
Ind,1905,Vanderbilt,7,1,0,0.875,0,0,0,,46.5,2.8,19.49,0.74,,,,
Ind,1905,Carlisle,10,4,0,0.714,0,0,0,,25.3,3.9,9.34,-1.45,,,,
Ind,1905,Colorado College,5,1,2,0.75,0,0,0,,11.1,0.8,2.34,-5.79,,,,
Ind,1905,Grinnell,7,2,1,0.75,0,0,0,,13.5,10.3,-5.11,-8.31,,,,
Ind,1905,Harvard,8,2,1,0.773,0,0,0,,13.4,3.7,16,6.82,,,,
Ind,1905,Lafayette,7,2,1,0.75,0,0,0,,31.3,5.5,10.16,-1.74,,,,
Ind,1905,Lawrence,7,3,0,0.7,0,0,0,,23.2,11.3,3.09,-1.91,,,,
Ind,1905,Oklahoma,7,2,0,0.778,0,0,0,,25.4,6.1,5.12,-6.32,,,,
Ind,1905,Penn State,8,3,0,0.727,0,0,0,,17.7,3.1,8.55,-0.9,,,,
Ind,1905,Syracuse,8,3,0,0.727,0,0,0,,20.4,6.3,7.78,-0.41,,,,
Ind,1905,Texas A&M,7,2,0,0.778,0,0,0,,20,9.2,-5.5,-14.06,,,,
Ind,1905,Utah,6,2,0,0.75,0,0,0,,32.5,9.3,5.4,-3.98,,,,
Ind,1905,Washburn,7,3,0,0.7,0,0,0,,13.7,8.3,0.99,-3.71,,,,
Ind,1905,Washington & Jefferson,9,3,0,0.75,0,0,0,,22.8,4.6,6.22,-6.03,,,,
Ind,1905,Wesleyan (CT),7,2,1,0.75,0,0,0,,18.7,9.8,9.65,0.55,,,,
Ind,1905,Alabama,6,4,0,0.6,0,0,0,,17.8,11.3,2.76,-2.74,,,,
Ind,1905,Amherst,3,1,2,0.667,0,0,0,,11,4.7,10.64,4.31,,,,
Ind,1905,Brown,7,4,0,0.636,0,0,0,,25.5,5.3,13.66,3.75,,,,
Ind,1905,Cornell,6,4,0,0.6,0,0,0,,17.3,5.9,10.56,3.36,,,,
Ind,1905,Holy Cross,6,3,0,0.667,0,0,0,,13.3,8.2,6.67,1.67,,,,
Ind,1905,Iowa State,6,3,0,0.667,0,0,0,,22.6,10.3,4.81,-3.19,,,,
Ind,1905,Sewanee,4,2,1,0.643,0,0,0,,19.4,16.4,6.11,1.39,,,,
Ind,1905,Tufts,5,3,0,0.625,0,0,0,,9.8,7.9,1.12,-0.88,,,,
Ind,1905,Washington (MO),6,3,1,0.65,0,0,0,,15.9,8.8,-2.89,-6.69,,,,
Ind,1905,Army,4,4,1,0.5,0,0,0,,11.6,6.7,11.92,8.92,,,,
Ind,1905,Bates,3,2,2,0.571,0,0,0,,8,5.7,-2.3,-4.59,,,,
Ind,1905,Bucknell,5,5,0,0.5,0,0,0,,12,18.2,-2.07,-0.47,,,,
Ind,1905,Clemson,3,2,1,0.583,0,0,0,,13.5,10.5,4.53,0.53,,,,
Ind,1905,Colgate,5,4,0,0.556,0,0,0,,24.1,9.2,5.55,-0.34,,,,
Ind,1905,Columbia,4,3,2,0.556,0,0,0,,8.6,12.1,7.54,7.65,,,,
Ind,1905,Dickinson,4,4,0,0.5,0,0,0,,15.3,9,4.3,-0.45,,,,
Ind,1905,Drake,4,4,0,0.5,0,0,0,,18.9,17.6,-2.44,-2.19,,,,
Ind,1905,Haskell,5,4,1,0.55,0,0,0,,10.2,7.8,-1.74,-5.14,,,,
Ind,1905,Maine,4,3,1,0.563,0,0,0,,9,8.5,0.33,-1.42,,,,
Ind,1905,Missouri,5,4,0,0.556,0,0,0,,10.4,8.8,-3.63,-4.52,,,,
Ind,1905,North Carolina,4,3,1,0.563,0,0,0,,10.3,11.3,-0.86,-0.86,,,,
Ind,1905,Notre Dame,5,4,0,0.556,0,0,0,,34.7,8.9,4.01,-1.44,,,,
Ind,1905,Texas,5,4,0,0.556,0,0,0,,10.9,7.7,-2.4,-4.29,,,,
Ind,1905,Texas Christian,4,4,0,0.5,0,0,0,,9.6,8.1,-12.58,-13.83,,,,
Ind,1905,Vermont,6,4,1,0.591,0,0,0,,9.9,9.4,0.09,-3.18,,,,
Ind,1905,Virginia,5,4,0,0.556,0,0,0,,18.8,8.7,0.96,-2.04,,,,
Ind,1905,Williams,6,5,0,0.545,0,0,0,,11.1,8.5,2.2,0.48,,,,
Ind,1905,Bowdoin,4,5,0,0.444,0,0,0,,4.6,8.7,-6.39,-2.83,,,,
Ind,1905,Colorado State,3,4,0,0.429,0,0,0,,9.6,13.6,-5.04,-2.33,,,,
Ind,1905,Cumberland,3,4,0,0.429,0,0,0,,9.7,9.6,-4.37,-4.08,,,,
Ind,1905,Denver,3,5,2,0.4,0,0,0,,6.1,13,-6.86,-2.76,,,,
Ind,1905,Knox,4,6,1,0.409,0,0,0,,8.3,14.1,-9.54,-5.91,,,,
Ind,1905,Lehigh,6,7,0,0.462,0,0,0,,11.8,15.5,-4.97,-2.05,,,,
Ind,1905,Wabash,4,5,0,0.444,0,0,0,,18.6,8.7,5.05,3.5,,,,
Ind,1905,Wyoming,3,4,0,0.429,0,0,0,,9,23.1,-7.44,-1.73,,,,
Ind,1905,Auburn,2,4,0,0.333,0,0,0,,6.3,16,-7,-3,,,,
Ind,1905,Beloit,3,6,1,0.35,0,0,0,,12.5,17,-2.86,0.65,,,,
Ind,1905,Massachusetts,3,7,0,0.3,0,0,0,,4.7,12.5,-8.62,-0.92,,,,
Ind,1905,New Hampshire,2,4,2,0.375,0,0,0,,2.1,7.5,-7.8,-2.67,,,,
Ind,1905,Tennessee,3,5,1,0.389,0,0,0,,18,16.8,-3.93,-0.82,,,,
Ind,1905,Villanova,3,7,0,0.3,0,0,0,,7,18.5,-8.23,-1.33,,,,
Ind,1905,Georgetown,2,7,0,0.222,0,0,0,,2.4,25.7,-12.45,1.77,,,,
Ind,1905,Baylor,1,6,0,0.143,0,0,0,,2.9,22.7,-23.85,-9.14,,,,
Ind,1905,Coe,1,7,1,0.167,0,0,0,,4.6,23.7,-18.57,-4.35,,,,
Ind,1905,Georgia,1,5,0,0.167,0,0,0,,4.3,31.3,-19.15,-0.98,,,,
Ind,1906,Harvard,10,1,0,0.909,0,0,0,,15.2,2.4,11.51,-0.03,,,,
Ind,1906,Iowa State,9,1,0,0.9,0,0,0,,26.8,3,9.32,-5.18,,,,
Ind,1906,Princeton,9,0,1,0.95,0,0,0,,20.5,0.9,18.95,4.05,,,,
Ind,1906,Texas,9,1,0,0.9,0,0,0,,20.1,6,9.82,-4.58,,,,
Ind,1906,Yale,9,0,1,0.95,0,0,0,,14.4,0.6,15.79,4.09,,,,
Ind,1906,Alabama,5,1,0,0.833,0,0,0,,16.2,13.7,6.16,-1.01,,,,
Ind,1906,Colorado Mines,3,0,2,0.8,0,0,0,,12.2,0.8,2.74,-6.46,,,,
Ind,1906,Cornell,8,1,2,0.818,0,0,0,,21.5,3.4,14.15,0.7,,,,
Ind,1906,Lafayette,8,1,1,0.85,0,0,0,,22.3,3.6,15.53,0.63,,,,
Ind,1906,Penn State,8,1,1,0.85,0,0,0,,9.3,1,8.63,-0.17,,,,
Ind,1906,Sewanee,8,1,0,0.889,0,0,0,,23.4,2.8,12.89,-2.67,,,,
Ind,1906,Texas A&M,6,1,0,0.857,0,0,0,,24.3,6,7.14,-6.86,,,,
Ind,1906,Utah,4,1,0,0.8,0,0,0,,22.2,1.2,8.54,-6.46,,,,
Ind,1906,Vanderbilt,8,1,0,0.889,0,0,0,,30.9,1.8,22.62,4.39,,,,
Ind,1906,Washington & Jefferson,9,2,0,0.818,0,0,0,,21.3,2.4,11.15,-2.31,,,,
Ind,1906,Carlisle,9,3,0,0.75,0,0,0,,20.3,3.3,13.96,3.71,,,,
Ind,1906,Clemson,4,0,3,0.786,0,0,0,,5.4,0.6,1.11,-4.6,,,,
Ind,1906,Kansas,7,2,2,0.727,0,0,0,,13.5,5,1.62,-6.75,,,,
Ind,1906,Navy,8,2,2,0.75,0,0,0,,12.4,1.2,9.36,0.53,,,,
Ind,1906,Pennsylvania,7,2,3,0.708,0,0,0,,15.5,4.8,10.79,2.54,,,,
Ind,1906,Swarthmore,7,2,0,0.778,0,0,0,,17.8,4.1,8.27,-1.07,,,,
Ind,1906,Brown,6,3,0,0.667,0,0,0,,12.4,3.6,7.15,-1.18,,,,
Ind,1906,Colgate,4,2,2,0.625,0,0,0,,12.8,7,8.27,2.89,,,,
Ind,1906,Dartmouth,6,3,1,0.65,0,0,0,,7.2,8.7,0.54,-0.36,,,,
Ind,1906,Georgia Tech,5,3,1,0.611,0,0,0,,8.1,7.7,1.68,0.12,,,,
Ind,1906,Missouri,5,2,1,0.688,0,0,0,,14.5,5.5,-0.25,-7.12,,,,
Ind,1906,Nebraska,6,4,0,0.6,0,0,0,,16.4,7.3,3.42,-1.28,,,,
Ind,1906,Ole Miss,4,2,0,0.667,0,0,0,,11.8,10.7,4.83,2.83,,,,
Ind,1906,Pitt,6,4,0,0.6,0,0,0,,22.9,5.5,6.18,-0.92,,,,
Ind,1906,Syracuse,6,3,0,0.667,0,0,0,,18.7,8.3,10.51,2.62,,,,
Ind,1906,Virginia Tech,5,2,2,0.667,0,0,0,,8.2,1.7,1.63,-4.37,,,,
Ind,1906,Williams,5,2,2,0.667,0,0,0,,11.2,4.9,3.4,-1.6,,,,
Ind,1906,Amherst,3,3,1,0.5,0,0,0,,4.3,7.1,-3.03,-0.32,,,,
Ind,1906,Colorado College,3,2,2,0.571,0,0,0,,3.9,2.7,-2.94,-3.94,,,,
Ind,1906,Davidson,3,2,2,0.571,0,0,0,,4.4,2,-1.78,-3.92,,,,
Ind,1906,Holy Cross,4,3,1,0.563,0,0,0,,8,8,-1.85,-2.35,,,,
Ind,1906,Lehigh,5,5,1,0.5,0,0,0,,9.8,13.6,-1.35,-0.17,,,,
Ind,1906,LSU,2,2,2,0.5,0,0,0,,6.7,6.2,-1.34,-2.18,,,,
Ind,1906,Maryville (TN),3,3,2,0.5,0,0,0,,5.8,8.8,-3.24,-1.24,,,,
Ind,1906,Mississippi State,2,2,1,0.5,0,0,0,,20.2,9,0.52,-1.88,,,,
Ind,1906,Bucknell,3,4,1,0.438,0,0,0,,4.6,11,-4.87,0.75,,,,
Ind,1906,Colorado,2,3,4,0.444,0,0,0,,3.1,3.6,-4.25,-3.8,,,,
Ind,1906,Denver,2,3,0,0.4,0,0,0,,3.4,9.4,-6.09,-1.09,,,,
Ind,1906,Dickinson,3,4,2,0.444,0,0,0,,7.1,6.6,0.58,0.58,,,,
Ind,1906,Arkansas,2,4,2,0.375,0,0,0,,5.6,8.9,-6.52,-4.14,,,,
Ind,1906,Army,3,5,1,0.389,0,0,0,,6.6,4.1,8.08,6.53,,,,
Ind,1906,Drake,2,4,1,0.357,0,0,0,,5.9,8.9,-8.8,-5.09,,,,
Ind,1906,Georgia,2,4,1,0.357,0,0,0,,8.4,7.1,-7.78,-4.92,,,,
Ind,1906,Villanova,3,7,0,0.3,0,0,0,,9.1,9.7,-2.81,-0.51,,,,
Ind,1906,Auburn,1,5,1,0.214,0,0,0,,3.4,5.9,-3.67,0.19,,,,
Ind,1906,Haskell,2,5,0,0.286,0,0,0,,7.6,13.7,-10.27,-4.27,,,,
Ind,1906,North Carolina,1,4,2,0.286,0,0,0,,2.6,11.9,-5.07,2.36,,,,
Ind,1906,Tennessee,1,6,2,0.222,0,0,0,,1.7,14.1,-12.77,-3.22,,,,
Ind,1906,Texas Christian,2,5,0,0.286,0,0,0,,3.7,15.4,-11.14,-2,,,,
Ind,1906,Massachusetts,1,7,1,0.167,0,0,0,,3.7,13.2,-11.2,-1.2,,,,
Ind,1906,Tulane,0,4,1,0.1,0,0,0,,0,18.4,-14.44,1.77,,,,
Ind,1907,Carlisle,10,1,0,0.909,0,0,0,,24.3,5.6,16.13,4.59,,,,
